ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
STP,NGDP_R,S‹o TomŽ and Pr’ncipe,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office. Instituto Nacional de Estatistica de Sao Tome & Principe. Latest actual data: 2015 Notes: There is a break in the series for 2001 onwards due to revision in GDP data. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: S‹o TomŽ and Pr’ncipe dobra Data last updated: 09/2017,579.316,519.566,535.635,514.885,483.835,528.831,497.989,483.397,493.059,508.518,497.572,503.547,507.072,512.65,523.928,534.407,542.423,547.827,561.523,575.561,578.142,595.859,609.699,649.933,674.788,722.669,788.495,793.098,857.016,891.403,931.217,975.584,1019.44,1063.3,1107.16,1151.02,1198.21,1258.12,1327.32,1400.32,1477.34,1558.59,1644.32,2015
SAU,NGDP_R,Saudi Arabia,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. Central Department of Statistics and Information (CDSI), Ministry of Economy and Planning. Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Saudi Arabian riyal Data last updated: 08/2017",1333.9,1359.82,1077.93,904.909,862.727,778.227,910.625,850.228,961.687,956.849,1102.23,1267.65,1318.2,1300.22,1307.49,1310.26,1344.82,1359.66,1399,1346.35,1422.09,1404.87,1365.26,1518.75,1639.62,1731.01,1779.27,1812.14,1925.39,1885.75,1975.54,2178.79,2296.7,2358.1,2444.84,2545.24,2589.56,2592.95,2622.19,2664.94,2714.12,2768.15,2823.51,2016
SEN,NGDP_R,Senegal,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2017,1905.01,2001.59,2158.57,2043.6,2120.15,2189.76,2257.94,2395.54,2381.35,2476.08,2459.35,2522.2,2553.55,2586.76,2586.31,2725.03,2779.86,2866.71,3035.8,3228.49,3331.77,3484.39,3507.21,3741.6,3961.27,4183.61,4286.96,4498.67,4664.33,4777.36,4981.13,5073.45,5301.56,5490.69,5715.83,6085.29,6495.61,6937.36,7425.43,7949.91,8510.42,9115.22,9695.92,2016
SRB,NGDP_R,Serbia,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. Serbian Statistical Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010. National Accounts are based on conceptual framework of the 2008 SNA/ESA 2010 (introduced in October 2014) GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010 Primary domestic currency: Serbian dinar Data last updated: 08/2017",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2101.81,1846.51,1989.78,2089.13,2237.79,2336.59,2547.97,2689.14,2821.03,2987.15,3147.46,3049.39,3067.21,3110.2,3078.62,3157.79,3099.96,3123.45,3210.25,3306.55,3422.28,3542.06,3683.75,3831.1,3984.34,2016
SYC,NGDP_R,Seychelles,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Seychelles rupee Data last updated: 09/2017,2.355,2.264,2.217,2.203,2.298,2.535,2.554,2.678,2.821,3.111,3.343,3.435,3.682,3.951,3.854,3.873,4.26,4.78,4.898,4.99,5.202,5.084,5.145,4.842,4.704,5.128,5.61,6.195,6.062,5.995,6.352,6.693,6.939,7.357,7.69,8.073,8.435,8.777,9.072,9.369,9.677,10.071,10.474,2015
SLE,NGDP_R,Sierra Leone,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: Yes, from 2010 Primary domestic currency: Sierra Leonean leone Data last updated: 09/2017",6004.18,6116.96,6225.83,6127.72,6231.88,5811.82,5819.52,5958.15,6080.78,6381.89,6484.69,5966.4,5390.86,5393.79,5582.57,5022.92,3777.9,3113.15,3087.08,2836.35,2944.34,3479.33,4398.75,4809.01,5126.3,5357.25,5583.53,6033.47,6359.26,6561.92,6912.76,7349.09,8464.55,10218.41,10683.83,8494.96,9010.35,9554.04,10136.46,10822.07,11555.63,12377.31,13289.24,2016
SGP,NGDP_R,Singapore,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010 Primary domestic currency: Singapore dollar Data last updated: 09/2017",43.805,48.486,51.963,56.401,61.365,60.943,61.752,68.395,75.997,83.736,92.146,98.308,105.276,117.422,130.251,139.405,149.905,162.334,158.722,168.396,183.379,181.633,189.283,197.678,216.554,232.773,253.397,276.485,281.427,279.729,322.361,342.426,355.683,373.472,386.813,394.289,402.16,412.322,423.133,434.269,445.734,457.459,469.408,2016
SVK,NGDP_R,Slovak Republic,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: Haver Analytics. Eurostat Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 08/2017",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31.164,33.098,35.704,38.182,39.879,41.479,41.394,41.895,43.284,45.242,47.693,50.201,53.59,58.12,64.397,68.022,64.334,67.577,69.482,70.634,71.687,73.53,76.347,78.855,81.449,84.463,87.757,90.828,93.916,97.11,2016
SVN,NGDP_R,Slovenia,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 07/2017",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.067,20.628,21.722,22.612,23.427,24.625,25.434,26.776,27.888,28.711,29.812,30.659,31.994,33.274,35.156,37.597,38.838,35.809,36.252,36.488,35.514,35.112,36.158,36.975,38.139,39.661,40.663,41.508,42.241,42.999,43.77,2016
SLB,NGDP_R,Solomon Islands,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. The data for 2004 to 2006 are provided by the country authorities. For 2007 and onwards, real GDP is estimated by the staff, based on sectoral growth information provided by the Central Bank of Solomon Islands. Start/end months of reporting year: January/December Base year: 2004 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 08/2017",1.807,1.774,1.745,1.813,1.816,1.759,1.755,1.903,1.927,2.009,2.053,2.177,2.453,2.551,2.758,3.036,3.085,3.057,3.096,3.081,2.641,2.431,2.363,2.517,2.721,3.07,3.193,3.397,3.638,3.466,3.702,4.191,4.381,4.514,4.615,4.733,4.887,5.031,5.186,5.333,5.477,5.622,5.772,2016
SOM,NGDP_R,Somalia,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: Central Bank Latest actual data: 2015 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Somali shilling Data last updated: 08/2017,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.473,5.538,5.693,5.898,6.111,6.306,6.459,6.687,6.921,7.163,7.435,7.718,2015
ZAF,NGDP_R,South Africa,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: Central Bank Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: South African rand Data last updated: 08/2017,1404.9,1480.21,1474.54,1447.31,1521.11,1502.68,1502.95,1534.52,1598.98,1637.27,1632.06,1615.45,1580.92,1600.42,1652.18,1703.66,1777.03,1824.07,1833.5,1876.74,1954.71,2008.18,2081.84,2143.23,2240.85,2359.1,2491.3,2624.84,2708.6,2666.94,2748.01,2838.26,2901.08,2973.29,3023.83,3063.1,3071.66,3093.02,3125.53,3174.95,3244.75,3316.09,3388.99,2016
SSD,NGDP_R,South Sudan,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. National Bureau of Statistics Latest actual data: 2015 Notes: Preliminary results by NBS, will be revised with time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: July/June Base year: 2010 Chain-weighted: No Primary domestic currency: South Sudanese pound Data last updated: 09/2017",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32.502,15.462,19.996,20.58,20.544,17.702,16.595,16.028,16.108,17.044,19.139,19.882,2015
ESP,NGDP_R,Spain,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 08/2017",487.387,485.399,491.411,499.531,508.013,520.012,537.858,568.564,598.61,628.564,652.743,669.228,674.92,666.054,681.604,709.7,726.884,754.981,788.72,826.146,867.891,902.644,928.64,958.229,988.603,1025.35,1068.19,1108.45,1120.83,1080.75,1080.94,1070.1,1038.73,1021.03,1035.11,1068.27,1102.83,1136.73,1165.25,1188.72,1210.89,1230.97,1251.68,2016
LKA,NGDP_R,Sri Lanka,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office. Department of Census and Statistics Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. Staff used splicing method for the historical series. Chain-weighted: No Primary domestic currency: Sri Lanka rupee Data last updated: 09/2017,1436.56,1513.35,1592.54,1645.32,1755.97,1843.01,1921.92,1949.85,2002.47,2047.53,2173.94,2409.17,2333.64,2508.12,2709.66,2873.63,3223.12,3554.82,3496.31,3596.98,3899.76,3823.79,3966.29,4201.9,4430.7,4707.26,5068.22,5412.7,5734.76,5937.7,6413.67,6952.72,7588.52,7846.2,8235.43,8633.89,9012.03,9437.94,9890.96,10375.62,10894.4,11450.02,12045.42,2016
KNA,NGDP_R,St. Kitts and Nevis,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2016. Estimates. Notes: Data prior to 1990 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2006. The GDP deflator does not equal 100 in the base year as the nominal GDP is measured at market prices and real GDP at factor costs. Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2017,0.437,0.449,0.476,0.467,0.512,0.545,0.593,0.642,0.708,0.751,0.792,0.81,0.835,0.88,0.927,0.96,1.016,1.091,1.102,1.145,1.286,1.36,1.386,1.311,1.349,1.46,1.468,1.49,1.578,1.563,1.518,1.505,1.493,1.591,1.673,1.754,1.81,1.858,1.923,1.985,2.045,2.1,2.157,2016
LCA,NGDP_R,St. Lucia,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2016. Estimate. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2017,1.184,1.244,1.271,1.322,1.428,1.608,1.755,1.788,1.955,2.1,2.295,2.297,2.433,2.457,2.502,2.548,2.582,2.589,2.677,2.761,2.775,2.716,2.693,2.787,2.942,2.917,3.073,3.123,3.285,3.259,3.263,3.374,3.352,3.358,3.327,3.393,3.427,3.481,3.578,3.653,3.707,3.761,3.816,2016
VCT,NGDP_R,St. Vincent and the Grenadines,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016. Estimates. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2006. Nominal GDP is measured at market prices and real GDP is measured at factor cost, hence the GDP deflator is not equal to 100. Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2017",0.499,0.519,0.532,0.549,0.578,0.603,0.636,0.64,0.724,0.748,0.784,0.801,0.858,0.889,0.878,0.938,0.948,0.983,1.027,1.049,1.068,1.086,1.152,1.237,1.294,1.333,1.413,1.457,1.449,1.42,1.387,1.39,1.408,1.443,1.447,1.459,1.471,1.503,1.545,1.591,1.638,1.687,1.738,2016
SDN,NGDP_R,Sudan,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. Central Bureau of Statistics. Latest actual data: 2010. Almost no progress, even substantial delay regarding the regular production of national accounts data, has been observed. At present, the last published national accounts data are for 2010 GDP, and the dissemination of 2011?12 GDP is planned for January 2016. National accounts manual used: Other GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2007. Fiscal year and calendar year are the same. Chain-weighted: No Primary domestic currency: Sudanese pound Data last updated: 08/2017",28.962,30.792,32.063,31.579,29.802,29.616,32.557,34.661,36.173,36.687,36.063,39.636,38.067,40.417,41.236,42.478,45.164,49.824,52.061,54.543,59.192,63.91,67.577,73.141,77.975,78.307,85.289,92.534,95.35,99.813,102.322,101.112,98.057,103.17,104.826,109.941,113.294,117.536,121.803,126.17,130.699,135.349,140.146,2010
SUR,NGDP_R,Suriname,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. IMF Staff reports, National Statistical Office, and IMF staff estimates. Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: No Primary domestic currency: Surinamese dollar Data last updated: 09/2017",5.899,6.011,5.632,5.345,5.184,5.138,5.015,4.573,5.067,5.184,5.106,4.401,4.573,4.472,4.159,4.629,5.148,5.508,5.629,5.579,5.573,5.846,6.065,6.441,6.911,7.251,7.669,8.061,8.395,8.648,9.095,9.627,9.886,10.176,10.213,9.937,8.893,8.788,8.892,9.058,9.293,9.558,9.853,2015
SWZ,NGDP_R,Swaziland,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2011 Chain-weighted: No Primary domestic currency: Swaziland lilangeni Data last updated: 08/2017,8.172,9.368,9.478,9.592,10.183,10.569,11.866,13.599,14.492,16.364,17.818,18.214,18.758,19.222,19.766,20.564,21.32,21.97,22.521,23.174,23.771,24.116,24.975,26.08,27.049,28.54,30.017,31.198,32.068,33.52,34.697,35.379,36.606,38.367,39.76,40.197,40.194,40.295,39.929,39.963,40.493,41.278,42.177,2015
SWE,NGDP_R,Sweden,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. In June 2010, the authorities performed a major revision of historical time series data 1993-2009 which involved the introduction of new methods, improved source data and a further adjustment to recommendations from the European Union Latest actual data: 2016 National accounts manual used: ESA2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: Yes, from 1993 Primary domestic currency: Swedish krona Data last updated: 08/2017",1931.96,2019.68,2048.48,2090.63,2180.42,2229.95,2295.22,2370.17,2428.49,2488.3,2508.2,2482.44,2458.24,2410.09,2508.61,2609.56,2649.17,2726.01,2841.24,2969.95,3110.58,3159.21,3224.72,3301.66,3444.31,3541.38,3707.4,3833.64,3812.28,3614.63,3831.11,3933.18,3921.92,3970.6,4074.01,4240.43,4375.18,4510.72,4618.42,4713.78,4805.95,4894.41,4978.52,2016
CHE,NGDP_R,Switzerland,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980 Primary domestic currency: Swiss franc Data last updated: 09/2017",361.504,367.295,362.514,364.699,376.001,389.725,396.964,403.245,416.597,434.895,450.403,446.729,445.981,445.427,451.324,453.775,456.342,466.853,480.535,488.722,508.502,515.015,515.964,516.286,529.879,546.673,568.894,592.164,604.617,591.264,608.255,619.419,625.557,637.418,653.035,660.647,669.855,676.605,685.602,696.571,708.413,720.456,732.704,2016
SYR,NGDP_R,Syria,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office. Central Bureau of Statistics. Latest actual data: 2010 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Syrian pound Data last updated: 09/2017,464.241,503.53,516.534,524.824,490.72,526.524,501.478,507.753,572.342,537.618,593.303,656.946,743.967,799.085,843.305,889.039,915.408,905.429,955.713,925.884,947.13,981.983,1039.89,1018.71,1089.03,1156.71,1215.08,1284.04,1341.52,1420.83,1469.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
TWN,NGDP_R,Taiwan Province of China,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Expenditure-based measure Start/end months of reporting year: January/December Base year: 2011. Rebased from 2006 to 2011. Chain-weighted: No Primary domestic currency: New Taiwan dollar Data last updated: 07/2017,2176.86,2331.59,2443.45,2664.42,2932.16,3073.11,3426.99,3862.31,4172,4537.02,4793.16,5193.84,5624.58,6007.18,6457.36,6877.17,7301.85,7748.22,8074.5,8616.87,9170.12,9054.58,9559.33,9953.24,10600.79,11174.92,11803.34,12572.55,12661.08,12462.73,13787.64,14312.2,14607.57,14929.29,15529.61,15641.35,15872.88,16187.62,16489.55,16822.27,17204.6,17598.99,17989.03,2015
TJK,NGDP_R,Tajikistan,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No Primary domestic currency: Tajik somoni Data last updated: 08/2017,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.106,0.094,0.074,0.065,0.062,0.063,0.066,0.069,0.075,0.082,0.09,0.099,0.109,0.117,0.125,0.134,0.145,0.151,0.161,0.172,0.185,0.199,0.212,0.225,0.241,0.252,0.262,0.272,0.283,0.294,0.306,2016
TZA,NGDP_R,Tanzania,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: No Primary domestic currency: Tanzania shilling Data last updated: 08/2017,8663.02,8706.34,8758.58,8968.78,9273.72,9700.31,10340.53,10950.62,11432.45,11866.89,12702.93,12966.11,13041.82,13199.14,13405.97,13884.63,14515.61,15027.33,15584.61,16338.97,17145.1,18173.44,19427.2,20662.45,22152.36,23582.24,24681.31,26770.43,28260.63,29781.72,31675.5,34179.3,35936.46,38546.55,41231.36,44098.71,47164.9,50229.7,53656.17,57297.41,61181.04,65235.87,69509.28,2016
THA,NGDP_R,Thailand,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Economic and Social Development Board Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2002 Chain-weighted: Yes, from 1993. Ratio splicing for years before 1993 Primary domestic currency: Thai baht Data last updated: 08/2017",1577.94,1671.19,1760.65,1858.91,1965.99,2057.27,2171.11,2377.78,2693.74,3022.2,3373.47,3656.94,3994.46,4340.99,4688.14,5068.83,5355.34,5207.87,4810.32,5030.26,5254.39,5435.36,5769.58,6184.37,6573.33,6848.61,7188.84,7579.56,7710.36,7657.1,8232.42,8301.57,8902.85,9146.12,9229.76,9501.23,9808.88,10172.56,10524.16,10881.15,11219.62,11560.01,11910.74,2016
TLS,NGDP_R,Timor-Leste,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2015 Notes: Real GDP and its growth are based on non-oil output, while real GDP per capita and all other aggregations are based on oil and non-oil output. Nominal GDP is based on oil and non-oil output. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: U.S. dollar Data last updated: 08/2017",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.748,0.87,0.812,0.794,0.803,0.854,0.804,0.896,1.023,1.156,1.274,1.374,1.443,1.481,1.544,1.607,1.687,1.754,1.86,1.971,2.08,2.194,2.308,2015
