country_name,iso,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27E+11,2.11E+11,2.16E+11,2.24E+11,2.36E+11,2.52E+11,2.68E+11,2.85E+11,2.98E+11,3.12E+11,3.26E+11,3.30E+11,3.37E+11,3.49E+11,3.67E+11,3.80E+11,4.03E+11,4.32E+11,4.50E+11,4.63E+11,4.79E+11,5.03E+11,5.11E+11,5.19E+11,5.36E+11,5.56E+11,5.71E+11
Puerto Rico,PRI,14599170942,15627206010,16927907674,18392348613,19691018457,21503545707,23116128114,24554696824,25826736743,28248053473,30620301919,32569421377,34905813293,37120550916,38203497795,37953430764,40322896836,42722383541,45683876810,49296020999,51387880151,51977786310,51168677116,49970320066,52932903639,54572469600,57288742059,60593728728,64161713568,66943093373,68593770105,69179369250,71987591523,74760501320,77738214745,80906194784,83247173714,85874051106,91666841331,93561011766,94976077631,1.04E+11,1.06E+11,1.07E+11,1.09E+11,1.10E+11,1.09E+11,1.05E+11,1.03E+11,1.01E+11,98381268000,96521406497,93845351394,93303542112,,,
"Korea, Dem. PeopleŠ—Ès Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,39913315510,42122478998,44908648370,47546448600,50546984860,54322333361,56537548918,60803014419,66199591578,67603513565,76130075764,81178757819,87685800330,97507198487,98621569621,94333867556,1.01E+11,1.06E+11,1.09E+11,1.16E+11,1.21E+11,1.23E+11,1.26E+11,1.25E+11,1.23E+11,1.26E+11,1.32E+11,1.40E+11,1.51E+11,1.60E+11,1.67E+11,1.74E+11,1.76E+11,1.72E+11,1.74E+11,1.81E+11,1.88E+11,1.96E+11,2.05E+11,2.13E+11,2.21E+11,2.26E+11,2.27E+11,2.25E+11,2.29E+11,2.31E+11,2.35E+11,2.41E+11,2.41E+11,2.34E+11,2.38E+11,2.34E+11,2.25E+11,2.22E+11,2.24E+11,2.28E+11,2.31E+11
Paraguay,PRY,1951429898,2086084133,2154930302,2256433797,2351485560,2496524596,2546242966,2779233548,2905051503,3041622372,3210536612,3388341008,3613031979,3876884945,4201827043,4489754918,4827651607,5382545822,6029997723,6745284916,7535302529,8226324347,8111351781,7864554341,8086067334,8451811131,8871429664,9544088464,10108656807,10809712769,11255427805,11648653076,11846264090,12431038263,13092110918,13985360486,14205460613,14808128865,14818203595,14615776377,14277545968,14158462967,14155432776,14767053626,15366214891,15694050960,16448482864,17340257506,18442944772,17711553670,20030528043,20900335112,20641386542,23538668873,24650243376,25380441837,26419154085
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485011706,4804277804,4862657059,5575873936,6375131062,6903019284,6312384282,5724660964,5009697076,5711849557,6302630142,6983236165,6710848171,7153132898,7587992831,8245305385,8913100000,10019539737,10649191297,10885328831,10865529383,11238079289,11700600216
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36044298341,37449372355,40139043104,41632198904,49633455959,53352370952,67314817504,79421829550,93450549191,1.05E+11,1.25E+11,1.42E+11,1.49E+11,1.55E+11,1.61E+11,1.67E+11,1.71E+11
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24E+11,1.08E+11,98541159117,1.00E+11,1.04E+11,1.11E+11,1.16E+11,1.10E+11,1.08E+11,1.07E+11,1.10E+11,1.16E+11,1.22E+11,1.29E+11,1.40E+11,1.46E+11,1.57E+11,1.68E+11,1.82E+11,1.69E+11,1.68E+11,1.70E+11,1.71E+11,1.77E+11,1.82E+11,1.90E+11,1.99E+11
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46E+12,1.41E+12,1.34E+12,1.15E+12,1.05E+12,9.16E+11,8.78E+11,8.47E+11,8.59E+11,8.13E+11,8.65E+11,9.52E+11,1.00E+12,1.05E+12,1.12E+12,1.20E+12,1.28E+12,1.39E+12,1.50E+12,1.58E+12,1.46E+12,1.52E+12,1.59E+12,1.65E+12,1.67E+12,1.68E+12,1.63E+12,1.63E+12
Rwanda,RWA,972855068.3,931046368.4,1036569286,934773575.9,818254118.1,875609879.8,936980595.5,1001782338,1072045156,1190049135,1261469044,1276690443,1280049010,1324058223,1342725108,1314342244,1570699141,1602020601,1748618956,1956178418,2131287927,2247148990,2287841408,2424662330,2321837898,2424062577,2556710614,2556096080,2671090370,2670114506,2606050686,2540524678,2689722712,2471621385,1229679413,1662822652,1874760969,2134410722,2323491114,2422707738,2625181872,2848601605,3224226033,3295441073,3539806407,3872143261,4229614835,4554969822,5063249716,5381622837,5774003744,6223635958,6773807053,7092180173,7632576654,8309817722,8802737510
Saudi Arabia,SAU,,,,,,,,,76790666667,81427200000,1.29E+11,1.56E+11,1.91E+11,2.38E+11,2.76E+11,2.52E+11,2.96E+11,3.17E+11,3.01E+11,3.37E+11,3.56E+11,3.63E+11,2.87E+11,2.41E+11,2.30E+11,2.08E+11,2.43E+11,2.27E+11,2.56E+11,2.55E+11,2.94E+11,3.38E+11,3.52E+11,3.47E+11,3.49E+11,3.49E+11,3.59E+11,3.63E+11,3.73E+11,3.59E+11,3.79E+11,3.75E+11,3.64E+11,4.05E+11,4.37E+11,4.62E+11,4.74E+11,4.83E+11,5.13E+11,5.03E+11,5.28E+11,5.81E+11,6.12E+11,6.29E+11,6.52E+11,6.79E+11,6.91E+11
Sudan,SDN,9321521196,9323608409,9968414450,9684616514,9576105313,10225085064,9859523192,9999930816,10196251541,10337913211,10950442293,11196533127,10628758446,10695952952,11920135694,13793202217,16091869675,17093404114,16079596586,15272626059,15505428248,16658654344,17651287989,18015346103,17112974212,16038100844,16906373314,19310609153,19246673306,20965669470,19818836076,21307411140,22708983110,23746499592,23985443577,25423872772,26928743520,29774232839,31057056883,32021097644,34053114158,36266689313,38597648770,41583019315,43197815736,46433219017,51106401195,56994834761,61441550872,63433392297,65634109237,64342607849,64678192683,67520612417,69329767682,72731117404,76126813054
Senegal,SEN,3461220772,3564830625,3559974065,3626349018,3767193771,3817379930,3927196826,3879293160,4123330707,3853081719,4182984330,4177109352,4443742968,4195638129,4371887468,4701338157,5120721202,4983337101,4786299377,5121421012,4951868803,5202904607,5610971777,5312109385,5511088485,5692043461,5869256111,6226950564,6190060178,6436291863,6392805820,6556194777,6637665150,6724006598,6722841418,7083419195,7225946450,7451687424,7891238062,8393108414,8660566489,9057299801,9116607334,9725891001,10296875907,10875828758,11143544923,11693867227,12124496741,12418294627,12937300245,13165141375,13745879495,14224953272,14838198265,15800484321,16851141949
Singapore,SGP,5580564723,6034690136,6464466447,7109937660,6848258159,7368536854,8169636964,9173157316,10422368904,11852805281,13498643198,15129446278,17175944261,19087275394,20321818849,21258452512,22839383938,24549174917,26685735240,29199413275,32127172717,35559589292,38110084342,41364869820,45005207187,44696002934,45289402274,50161129446,55736633663,61412394573,67580784745,72099963330,77210121012,86118151815,95526952695,1.02E+11,1.10E+11,1.19E+11,1.16E+11,1.24E+11,1.34E+11,1.33E+11,1.39E+11,1.45E+11,1.59E+11,1.71E+11,1.86E+11,2.03E+11,2.06E+11,2.05E+11,2.36E+11,2.51E+11,2.61E+11,2.74E+11,2.84E+11,2.89E+11,2.95E+11
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398981275.5,422936824.4,476609399.4,495561574,541122612.5,585622328.6,595022620.1,586456236.4,596917832.2,594037102.6,509282959.8,468649490.7,455527293.2,485136575.6,508900364.6,536488836.8,573756838.5,615755846.4,659440615,628263103.8,671585343.2,758411086.6,793757683.6,817684610.8,830010603.6,861006850.2,886746423.4
Sierra Leone,SLE,864335569.9,879971776.8,919931005.4,935567212.3,998112114.5,1069778119,1087964347,1088359078,1110343102,1205004812,1308882171,1354246934,1366438334,1397273631,1446175809,1470315615,1463711305,1464394504,1499632700,1567285114,1643196628,1690544165,1771381854,1734133207,1805111874,1709236236,1730363198,1855490410,1724121689,1736707778,1794887453,1837102500,1487815862,1508266625,1478894877,1360586936,1384449201,1303083986,1326344221,1300092081,1386583669,1287577162,1625805355,1778344672,1892470594,1974461587,2083567040,2251467572,2373039542,2483374322,2616610911,2742474775,3158830962,3813207065,3986966231,3170003041,3362327554
El Salvador,SLV,,,,,,7571161673,8113342989,8554453184,8831334518,9139143514,9411242785,9774352767,10372302090,10876569553,11456943424,11791890818,12387294065,13227160250,13931211016,13348849417,11777513949,10546653425,9881603237,10033287204,10167427814,10230119713,10249495046,10507125177,10704391904,10807388688,11329554199,11734745820,12619937301,13549966527,14369789295,15288963067,15549729952,16210024743,16817694181,17397753008,17772266173,18075982898,18499109617,18924596218,19274802605,19961528067,20742412794,21538872737,21813256138,21129834509,21418330000,21893114521,22304937410,22716831094,23040654008,23570305770,24128087317
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24045674132,24629059462,26398616216,27040223135,23755758798,25599017869,26877103626,28789621363,30060802353,32780256764,34596422952,36293152225,38430368885,40492805121,39231060777,39460357731,40013381123,39607137114,40625727368,39881747973,40183938020,41300558737
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14192832075,14908383841,15727363443,14997563965,8086368186,9148086587,9456710871,8856230729,
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118428316.4,122206100.7,125110790,133334913.6,138444610.3,148265553.2,161780916.9,167044628.8,180719189.1,185103945.1,197454053.1,206138480.6,212615301.9,222852291.5,236686252.5,246090401.2,255934017.2
Suriname,SUR,,,,,,,,,,,,,,,,2760204463,2661607342,2930196819,3153287281,2963248949,2809101030,2816260976,2759450908,2675496878,2571036689,2523268317,2433807127,2089096189,2272359781,2522740026,2510412978,2580255426,2575058065,2388247353,2465797922,2492835112,2524603236,2669426894,2711182103,2687566145,2685720130,2808003047,2928745617,3104767755,3392146050,3547191376,3683479343,3871759941,4032182695,4153700530,4368398048,4623921716,4748321396,4887610614,4905381997,4772817086,4278100210
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40719116152,41493319725,44068200327,46643323563,49795081605,52816419598,54935315958,54822660414,55486109654,57326288833,59919037775,63165880223,66487670526,70976227122,76975767929,85288825295,90090397692,85205207757,89501012916,92024135539,93549112293,94943598803,97384458775,1.01E+11,1.04E+11
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29973079669,31027017316,32613857010,33685428176,35462116831,36935721677,38025091121,39483849699,40606013482,42373104165,44069302645,46561862055,49794021536,51437289128,47426581432,48013606745,48325391228,47025721590,46514588314,47959461757,49070512163,50293314060
Sweden,SWE,1.36E+11,1.44E+11,1.50E+11,1.58E+11,1.68E+11,1.75E+11,1.78E+11,1.84E+11,1.91E+11,2.01E+11,2.13E+11,2.15E+11,2.20E+11,2.28E+11,2.36E+11,2.42E+11,2.44E+11,2.40E+11,2.45E+11,2.54E+11,2.58E+11,2.60E+11,2.63E+11,2.68E+11,2.79E+11,2.85E+11,2.93E+11,3.03E+11,3.10E+11,3.19E+11,3.21E+11,3.17E+11,3.14E+11,3.07E+11,3.20E+11,3.33E+11,3.38E+11,3.48E+11,3.62E+11,3.79E+11,3.97E+11,4.03E+11,4.11E+11,4.21E+11,4.39E+11,4.51E+11,4.73E+11,4.89E+11,4.86E+11,4.61E+11,4.88E+11,5.01E+11,5.00E+11,5.06E+11,5.19E+11,5.41E+11,5.58E+11
Swaziland,SWZ,,,,,,,,,,,528635781.2,601289547.7,633905266.5,691075103,730766912.3,832405228.9,814762920.6,822988702,833910822.5,859819979.4,966859414.6,1108421561,1121418562,1134901986,1204831871,1250524102,1403894359,1608955451,1714660955,1936042612,2342960057,2384204975,2461124362,2537569693,2598488903,2723882919,2828535968,2916299934,2992241533,3080538843,3134761685,3167826052,3306579969,3434882335,3559359527,3772877545,3998954659,4176323326,4210638666,4276537222,4438778554,4538528118,4753462998,5079411623,5295089295,5372611857,5253399699
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,117996015.5,112235123.9,121672505.5,134004747.6,141936818.9,140431478,159946549,160753862.3,172895980.3,172895980.3,188235086.7,218073690.5,231830450.5,252820811.5,256114686.6,264252487.6,307266576.6,288246078.6,349215002.9,404371210,387191407.8,355382941,351410919.6,345404444.2,360986095.8,401148461.5,400439225.9,418074999.1,440637445.1,489983652.9,524260678.4,538732507,577313656.2,613087761.6,608191048,603169565.1,632830581.3,708526965.6,768067310.2,782445580.8,794294458,776254738,785669398.2,739416038.8,718339327.3,783031253.3,856684174.3,945962968.2,925654158.7,915423405.1,969936525.3,1046438131,1115610241,1183102676,1222346015,1265101403,1322030966
Syrian Arab Republic,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,2089939952,2119151955,2232740960,2197029295,2141863217,2154847787,2115907696,2132140969,2122392419,2268440825,2310626032,2258691792,2284658076,2093183556,2197044238,2395003797,2466393238,2521507874,2509666011,1971566321,1852332481,1871650792,1971720642,2280861157,2327593696,2834840919,2719132138,2654177278,3065106535,3214828870,3080498134,3343422875,3610944962,3043671393,3352204942,3393656609,3468808220,3664913557,3919682952,3892917388,3858672133,4308521326,4674366912,5362511644,7165890625,8407921035,8462426393,8739274637,9006057734,9385905830,10657705536,10666537556,11614000868,12275999076,13123041176,13359255855,12424107945
Togo,TGO,551677358.6,618812727.2,642164571.2,674270836.5,770597244.2,889729364.2,973441500.9,1026984400,1078576932,1195396179,1225571597,1225571597,1319023362,1369640672,1435833340,1470875444,1440700102,1540959652,1711165341,1622736720,1859282339,1797643670,1733244837,1639406827,1730484975,1826622971,1855602423,1865069005,1988953785,2069705740,2064662775,2050210807,1968598335,1671422127,1921841515,2072625978,2255767596,2580087820,2520748985,2583307709,2563068020,2521371869,2498121012,2621887861,2677447378,2709052153,2818834122,2883398218,2947567675,3051036045,3172945645,3327904820,3488321264,3626730618,3839682315,4045715351,4245259745
Thailand,THA,15639870223,16478502946,17723330988,19141167477,20448699889,22121743303,24582238293,26700239601,28868905221,30760009015,34269095176,35946695469,37484677724,41321771650,43167306675,45312896743,49539145018,54415512545,60017995792,63242022392,66513874353,70442760955,74213103191,78357313132,82864762917,86715687620,91514384421,1.00E+11,1.14E+11,1.27E+11,1.42E+11,1.54E+11,1.66E+11,1.80E+11,1.94E+11,2.10E+11,2.22E+11,2.16E+11,1.99E+11,2.08E+11,2.18E+11,2.25E+11,2.39E+11,2.56E+11,2.72E+11,2.84E+11,2.98E+11,3.14E+11,3.19E+11,3.17E+11,3.41E+11,3.44E+11,3.69E+11,3.79E+11,3.82E+11,3.94E+11,4.06E+11
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,6236082981,6454345878,6376893724,7263282022,6791168642,6750421655,6271141779,4452510597,3722298866,2929449281,2566197559,2137642599,2173982433,2289203519,2373904041,2570938101,2833173814,3139156584,3484463717,3843363540,4100868784,4387929677,4730188250,5103873020,5297820245,5642178580,6059699760,6514177191,6996226341,7464921080,7912816345,8458800788
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,9505676773,10553546666,10104459536,13679877892,13049883508,11096839691,11263292306,9314758452,8644092031,9223245519,8171795509,8751993018,10196071822,10753701529,11220825732,11249683443,11617416309,12198334458,13789041601,15301298963,16993515438,19491562208,20680547525,22583157895,25902882089,28778101991,31713468423,34979955661,37253652748,39563379218
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473168800,556000000,647000000,604000000,590000000,593000000,630000000,594000000,662000000,756000000,854000000,943000000,1019000000,1078000000,1109000000,1174000000,1224482000,
Tonga,TON,,,,,,,,,,,,,,,,,,,,,,206014741.6,215782447.3,220060124.4,223885631.9,238569089.3,243623559.2,250897276.2,246175710.5,247135566.4,242083889.4,257613425.3,258262573.8,267916551.1,281185190,291622428.1,291652220,291268454,299187497.6,310801072.4,321274570.3,332846201.3,344225802.4,351484084.5,350248899.1,355790426.4,352900617.9,338199569.7,348665521.6,356684132.7,369435481.4,379751592.1,383129242,371151991.2,378815109.1,392854758.9,406604675.5
Trinidad and Tobago,TTO,4275559985,4875723370,5009438286,5290197127,5693865606,5733372509,5965965201,6087820894,6405309788,6580218398,6812739399,6883614534,7281511367,7402124228,7683967671,7797533900,8296977554,9053810551,9960683284,10319205204,10209242963,10639636877,11044926491,9905818874,9336144372,8951372696,8657604107,8262694156,7938993517,7873336117,7992098767,8206450868,8071273868,7953959542,8237589856,8621227011,9236306502,9931140423,10738002284,11599707384,12400244892,12917152087,13942348942,15955821613,17224244593,18293696733,20709938764,21694528593,22430064526,21445251800,22157948396,22092725493,22378600711,22972510518,22840206029,22708070511,21547684243
Tunisia,TUN,,,,,,5059838759,5234649504,5243127148,5788922454,6063769806,6346925527,7017173397,8262210703,8208122677,8870910717,9505721951,10254473662,10604263588,11287228378,12028519491,12920884030,13633350985,13566038005,14201188696,15017592776,15865872502,15636295166,16684141330,16696180453,16987812491,18338312910,19054340646,20541670812,20991498253,21658694425,22168035420,23752181151,25044523893,26242594453,27831487634,29142311723,30248607447,30648664524,32089890946,34090950398,35279543594,37129671720,39620931745,41299978413,42556922174,44050929160,43206394579,44933641959,46225373760,47530389828,48076708118,48639094593
Turkey,TUR,87223088433,88231447858,93147199963,1.02E+11,1.07E+11,1.10E+11,1.23E+11,1.28E+11,1.37E+11,1.43E+11,1.47E+11,1.55E+11,1.67E+11,1.72E+11,1.82E+11,1.95E+11,2.16E+11,2.23E+11,2.26E+11,2.25E+11,2.19E+11,2.30E+11,2.38E+11,2.50E+11,2.67E+11,2.78E+11,2.98E+11,3.26E+11,3.33E+11,3.34E+11,3.65E+11,3.68E+11,3.86E+11,4.16E+11,3.97E+11,4.28E+11,4.59E+11,4.94E+11,5.06E+11,4.88E+11,5.21E+11,4.90E+11,5.21E+11,5.51E+11,6.04E+11,6.58E+11,7.05E+11,7.40E+11,7.47E+11,7.11E+11,7.72E+11,8.58E+11,8.99E+11,9.75E+11,1.03E+12,1.09E+12,1.12E+12
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21441966.96,22215842.92,22835413.14,23774106.42,26218913.56,24906804.47,23422019.9,25764977.09,29758862.86,29293496.33,29009173.71,29483214.84,31808312.56,30747970.85,30332202.59,29185727.24,29809991.95,31703094.83,34234035.6,32716491.68,31823518.62,34513663.73,34573875.63,35022709.4,35805770.23,36751811.4,37760003.49
Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11013607979,11428209019,12233334532,12486807781,12559770963,12711216783,12910485668,13371378628,13979023119,14471822573,15008511791,15734981143,16511320979,17501641754,18755381231,20046919269,21616251926,23383020791,24472803075,26544274428,28021886853,29530121807,31407908612,33890549127,35632866873,38220903385,40883040261,43728244107,46770742999
Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,4040725191,4272846981,4258119474,4117329863,4133391030,4297151964,4652400677,4948383675,5268748969,5561380319,5751488146,6230373873,6629344322,7393259831,8063984834,8475248211,8890981636,9607056707,9908901526,10422545403,11332713542,12066309404,12887691241,13703812681,15181733849,16458885970,17892249514,19097649548,20179411063,22084132072,22935098164,23754849080,25001223021,26249635389,27469592197
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06E+11,2.12E+11,2.20E+11,2.06E+11,1.88E+11,1.70E+11,1.46E+11,1.12E+11,98772328368,88895095557,86228242666,84589906069,84420726259,89401549108,97626491633,1.03E+11,1.12E+11,1.26E+11,1.29E+11,1.39E+11,1.50E+11,1.53E+11,1.31E+11,1.36E+11,1.43E+11,1.44E+11,1.44E+11,1.34E+11,1.21E+11,1.24E+11
Uruguay,URY,13898153418,14244639652,14020350843,14044249772,14387002606,14537433689,14982694339,14434802062,14707462733,15570017276,15933299003,15893193052,15683471266,15726632119,16181972313,17168573298,17844237380,18103953328,19076857127,20259453769,21443294873,21777715886,19652674363,17633480147,17431996925,17687643441,19245890920,20784241387,21092043004,21324878283,21388287463,22145177998,23901642371,24536839536,26323450898,25942392895,27389448612,29730611919,31074105589,30471512763,29883433702,28734675672,26512908477,26726412665,28063845214,30157445141,31393471361,33447078695,35847289448,37368467088,40284481662,42364020194,43862934936,45897095494,47383606591,47559277174,48250518688
United States,USA,3.08E+12,3.15E+12,3.34E+12,3.49E+12,3.69E+12,3.93E+12,4.18E+12,4.29E+12,4.49E+12,4.63E+12,4.78E+12,4.94E+12,5.20E+12,5.49E+12,5.46E+12,5.45E+12,5.74E+12,6.01E+12,6.34E+12,6.55E+12,6.53E+12,6.70E+12,6.57E+12,6.87E+12,7.37E+12,7.69E+12,7.96E+12,8.23E+12,8.58E+12,8.89E+12,9.06E+12,9.06E+12,9.38E+12,9.64E+12,1.00E+13,1.03E+13,1.07E+13,1.12E+13,1.17E+13,1.22E+13,1.27E+13,1.28E+13,1.31E+13,1.34E+13,1.39E+13,1.44E+13,1.48E+13,1.51E+13,1.50E+13,1.46E+13,1.50E+13,1.52E+13,1.55E+13,1.58E+13,1.62E+13,1.66E+13,1.69E+13
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,17896955795,19532483826,20136290321,20458470967,20357815289,18077739977,17661951957,16743530456,16592838681,16874916939,17752412620,18515766363,19311944317,20045798199,20887721725,21723230594,22635606278,24378547961,26085046320,27989254700,30766111720,33535061775,36251401778,39332770929,42597390916,46090376971,49777607129,53656538301,57949061364,62469088152
St. Vincent and the Grenadines,VCT,141860740.5,148283178.1,153761146.9,144127490.5,149416573.9,150738813.6,150738813.6,136382730.1,145260844.7,149416532.3,165472667.9,170383980.3,214396699.4,190595803.4,173784126.1,160561396.9,177222564.6,200668058.2,220287488.7,227739503.7,233303620.5,244068261.2,254993805.9,260521750.5,277684007.2,294839071,311352223.6,312716165.3,356728510.1,361740813.7,376752778.3,381031700.8,405330484.3,422561177.1,417288724.6,449701266.6,455489484.8,471458141.8,490738343.5,504041857.3,512295232.2,521052481.7,554000247.6,596601710.1,621398173.3,636858590,685822566,674975780,719976499.1,704863751.4,681225963,678369231.8,687735089.1,700336363.2,708405051.9,719761378.4,741359054.4
"Venezuela, RB",VEN,1.01E+11,1.05E+11,1.14E+11,1.18E+11,1.31E+11,1.37E+11,1.39E+11,1.43E+11,1.53E+11,1.54E+11,1.66E+11,1.69E+11,1.71E+11,1.83E+11,1.87E+11,1.92E+11,2.07E+11,2.20E+11,2.25E+11,2.27E+11,2.17E+11,2.16E+11,2.11E+11,2.03E+11,2.06E+11,2.07E+11,2.20E+11,2.28E+11,2.41E+11,2.21E+11,2.35E+11,2.58E+11,2.73E+11,2.74E+11,2.68E+11,2.78E+11,2.78E+11,2.96E+11,2.96E+11,2.79E+11,2.89E+11,2.99E+11,2.72E+11,2.51E+11,2.97E+11,3.28E+11,3.60E+11,3.92E+11,4.12E+11,3.99E+11,3.93E+11,4.10E+11,4.33E+11,4.38E+11,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980912285,3967611884,4084246168,4232596793,4386062957,4563060599,4606031125,4300121905,4339000000,3985004716,3386486678,3190049988,3159356755,3165495402,
Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,22466506504,23321549315,23972055325,24831086648,26106165846,28028757795,29458481786,31214455910,33913272582,36650999735,39890574620,43696326984,47777571569,51672439405,54651074162,57259890668,61146300623,64933025784,69037326106,73800255067,79362145321,85351803030,91307613277,97817393660,1.03E+11,1.09E+11,1.16E+11,1.23E+11,1.30E+11,1.37E+11,1.45E+11,1.55E+11,1.64E+11
Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,270194371.4,239392735.4,249446399.8,276137456.4,314335812.9,344468159.1,347857689.1,347398092.3,337344400.9,331570710,336655005.6,376065472.5,387871376.9,397925067.1,400912450.2,437220634.1,441644258.8,451927747.4,474132041.5,494526670.1,496182287.1,525566423.2,507231997.7,481306261.7,501970814.8,521973121.1,549652584.8,596181554.8,627025086.6,667458933.2,689570618.2,700804286.2,709376703.2,721824490.4,736038269,753195366.8,747161562.6,777052317.5
Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,347174968.9,348671417.9,353160765,367002888.3,387204849.8,389075421.1,383463787.4,397679992.9,380096767.1,371354514.7,370611841.5,385806881.4,375999298.5,401092145.1,429886413.4,432652409.2,442148637.7,451811525.9,483071417.9,516595443.1,539036326.4,563376399.2,589432568.7,613932286.9,626019434.4,665600400.6,672316885.5,639990059.6,643056627.7,680215939.8,682951112.7,669743802.8,677754925.5,688834700.5,734043212.8
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263724315,4144078631,4115030782,4361115615,4475033482,4745022534,4958692405,5319986849,5460690853,5643168878,5829933775,6099252132,6270547045,6486283004,6565320558,6832951281,7065141676
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11726469035,12464473642,13487507548,14027273066,14970179225,15818894273,16552094852,17417953479,18464196750,19161318129,20345854642,21119738902,21950849521,22773435258,23678154701,25002177461,25794848835,26655991280,27628287079,28696460069,30906749533,26976988196,27622544883,28954923602,28900288489,20780222150,18748089228
South Africa,ZAF,79042370103,82081352784,87152242802,93578511719,1.01E+11,1.07E+11,1.12E+11,1.20E+11,1.25E+11,1.31E+11,1.38E+11,1.44E+11,1.46E+11,1.53E+11,1.62E+11,1.65E+11,1.68E+11,1.68E+11,1.73E+11,1.80E+11,1.92E+11,2.02E+11,2.01E+11,1.98E+11,2.08E+11,2.05E+11,2.05E+11,2.10E+11,2.18E+11,2.24E+11,2.23E+11,2.21E+11,2.16E+11,2.19E+11,2.26E+11,2.33E+11,2.43E+11,2.49E+11,2.50E+11,2.56E+11,2.67E+11,2.74E+11,2.84E+11,2.93E+11,3.06E+11,3.22E+11,3.40E+11,3.59E+11,3.70E+11,3.64E+11,3.75E+11,3.88E+11,3.96E+11,4.06E+11,4.13E+11,4.18E+11,4.20E+11
