,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Unnamed: 62,Region,IncomeGroup,SpecialNotes,TableName
190,"Korea, Dem. People’s Rep.",PRK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,Low income,,"Korea, Dem. People's Rep."
191,Portugal,PRT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,39913315510.2624,42122478997.697,44908648369.9124,47546448599.5561,50546984860.06,54322333361.4902,56537548918.3971,60803014418.8421,66199591577.9952,67603513565.4646,76130075763.7194,81178757818.9453,87685800329.5297,97507198486.6288,98621569621.4634,94333867556.2179,100843122385.414,106492956463.184,109491762023.081,115665933888.895,120974236910.37401,122931725264.021,125556779037.013,125339423766.221,122983068167.377,126435743525.486,131671391667.47,140073861723.433,150564144691.521,160261437522.50302,166592602954.974,173869711801.964,175763981403.039,172172636420.394,173833823872.472,181278744714.84802,187617490358.25198,195921835130.67398,205309961733.36,213292851075.399,221371305058.735,225673222568.99698,227408192515.552,225283733440.933,229364934026.24802,231123669975.015,234713143678.346,240562199669.465,241041573379.66,233863103957.786,238303443425.21,233949990042.948,224525883860.597,221988391496.797,223970955973.32898,227542036864.466,230724352293.061,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Portugal
192,Paraguay,PRY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1951429897.9961698,2086084132.5996602,2154930301.87333,2256433797.25633,2351485560.0305,2496524595.82458,2546242966.40407,2779233547.71544,2905051502.62167,3041622372.3092604,3210536611.88237,3388341007.50663,3613031979.2082705,3876884944.9636703,4201827042.7929797,4489754917.87459,4827651607.04993,5382545822.29155,6029997723.43965,6745284915.7843,7535302529.434,8226324347.065709,8111351780.5015,7864554340.5142,8086067334.49498,8451811131.1122,8871429664.43721,9544088464.20912,10108656807.1365,10809712769.3228,11255427805.2664,11648653076.2121,11846264089.9199,12431038262.6612,13092110918.128,13985360485.568998,14205460613.318998,14808128865.4059,14818203594.5183,14615776377.2109,14277545968.157,14158462966.9553,14155432776.2627,14767053626.3267,15366214891.1453,15694050960.1953,16448482863.7657,17340257505.5353,18442944771.8053,17711553669.7976,20030528042.9171,20900335112.0465,20641386542.412,23538668873.1864,24650243376.482002,25380441836.5634,26419154084.821,,,Latin America & Caribbean,Upper middle income,,Paraguay
193,West Bank and Gaza,PSE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485011706.38485,4804277804.093229,4862657058.62176,5575873936.2657795,6375131061.85584,6903019283.602571,6312384282.05086,5724660964.016789,5009697076.26219,5711849556.53921,6302630142.266789,6983236164.51334,6710848171.43884,7153132897.7671795,7587992831.12556,8245305385.231041,8913100000.0,10019539736.7003,10649191297.3882,10885328830.6682,10865529382.7483,11238079288.8294,11700600215.6052,,,Middle East & North Africa,Lower middle income,WB-3 code changed from WBG to PSE to align with ISO code. National accounts local currency data are reported in U.S. dollars.,West Bank and Gaza
196,French Polynesia,PYF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,High income,,French Polynesia
197,Qatar,QAT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36044298341.0931,37449372355.1551,40139043103.6418,41632198904.0902,49633455958.9326,53352370952.2569,67314817504.132,79421829550.1802,93450549190.6148,104624021240.908,125122306346.154,141857635543.447,148506870584.197,155056431405.28302,161225944072.686,166951102638.237,170674417037.264,,,Middle East & North Africa,High income,,Qatar
198,Romania,ROU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124033630043.762,108010704317.05301,98541159116.6575,100047690350.623,103981508237.52199,111403929706.04199,115715043066.875,110142036586.574,107843100036.571,107410080308.16301,109982653269.536,116132885816.94801,122153437846.506,128901533144.44301,139675885447.463,145503043703.582,157224128902.68698,168015611656.501,182228025398.3,169350284147.325,167998080493.40802,169772634910.766,170860819248.496,176894945407.192,182336768698.51602,189517132389.30103,198648464087.20102,,,Europe & Central Asia,Upper middle income,WB-3 code changed from ROM to ROU to align with ISO code.,Romania
199,Russian Federation,RUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457617898121.64,1413889424697.54,1342531281523.96,1147447070569.57,1047980158360.56,916251609739.7759,878286464022.2109,846668151315.172,858521505428.167,813019865650.933,865053137052.697,951558450751.452,1000011657015.08,1047448908953.82,1123869255544.0,1204517542309.14,1281319833580.32,1385791374566.36,1504069779920.3,1583002663062.89,1459197844811.38,1524916112078.87,1589941227563.44,1645874435644.65,1666932640480.95,1679125556166.25,1631635841878.5,1627966113645.84,,,Europe & Central Asia,Upper middle income,The new base year is 2011.,Russian Federation
200,Rwanda,RWA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,972855068.3317039,931046368.3628759,1036569286.4786199,934773575.89096,818254118.053325,875609879.837651,936980595.47465,1001782337.52201,1072045156.04905,1190049134.54623,1261469043.73476,1276690442.66265,1280049010.1435099,1324058223.2944698,1342725108.21825,1314342243.51936,1570699140.69974,1602020601.17097,1748618956.24791,1956178418.2984102,2131287926.8024602,2247148990.00415,2287841407.62405,2424662329.7921,2321837897.56263,2424062576.9715,2556710613.92656,2556096080.21492,2671090369.52375,2670114506.05857,2606050686.4374,2540524678.2158103,2689722712.08105,2471621385.10625,1229679412.93656,1662822652.28477,1874760968.52515,2134410722.3706698,2323491113.94526,2422707737.9225698,2625181871.63944,2848601605.39599,3224226032.77419,3295441072.90909,3539806406.7053103,3872143260.6681795,4229614834.6786604,4554969821.96163,5063249716.25778,5381622836.86086,5774003744.2708,6223635958.45585,6773807052.83135,7092180173.43443,7632576654.458091,8309817722.40762,8802737510.008009,,,Sub-Saharan Africa,Low income,,Rwanda
202,Saudi Arabia,SAU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,76790666666.6667,81427200000.0,129182079222.873,155680187311.948,191378651003.44897,237635882458.772,276199588573.224,251538792571.98898,296365455892.25104,317387724296.285,300820954519.091,336677102301.157,355707632762.365,362619047924.88,287448524297.4,241309051497.452,230060546069.95,207527260674.917,242833346952.13397,226727434892.53198,256449843852.064,255159860409.686,293927384702.339,338039654626.285,351519121624.581,346725309721.509,348662534030.472,349402017088.219,358617230495.808,362575583122.395,373066209154.307,359026663651.50104,379223407556.747,374631983402.115,364070454421.971,404999478394.23706,437231125628.88794,461601733256.845,474473046253.611,483237181442.392,513438407136.469,502865333333.33295,528207200000.0,581011322640.1489,612452430240.085,628984081376.832,651957609852.781,678729654965.469,690549935510.069,,,Middle East & North Africa,High income,Based on data from the Saudi Central Department of Statistics and Information under the authority of the Ministry of Economy and Planning.,Saudi Arabia
203,Sudan,SDN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,9321521196.31941,9323608409.26751,9968414449.926609,9684616513.600729,9576105313.260029,10225085063.6265,9859523192.05264,9999930816.364859,10196251540.5041,10337913211.4384,10950442293.1335,11196533126.8699,10628758445.743,10695952951.8466,11920135693.7704,13793202216.7589,16091869674.9345,17093404114.2742,16079596585.8733,15272626059.4999,15505428248.4298,16658654344.3839,17651287989.0814,18015346102.8651,17112974212.4823,16038100844.4314,16906373314.0355,19310609152.6946,19246673305.7173,20965669470.294,19818836075.7381,21307411140.4784,22708983110.0303,23746499591.8242,23985443577.336002,25423872772.0788,26928743519.7469,29774232838.9614,31057056882.6533,32021097643.6716,34053114158.2253,36266689312.9815,38597648770.0863,41583019314.8311,43197815735.7573,46433219017.4981,51106401194.5342,56994834761.4621,61441550872.0498,63433392297.3437,65634109236.7736,64342607849.351,64678192682.9882,67520612416.9246,69329767682.0853,72731117403.9639,76126813053.8461,,,Sub-Saharan Africa,Lower middle income,"Demographic data (total population, life expectancy, fertility, child mortality, migration), education series, and HIV prevalence are reported separately for Sudan and South Sudan; see specific notes for other series. National accounts data exclude South Sudan after July 9, 2011. Other data reported for Sudan generally include South Sudan to 2011 unless otherwise noted. External debt data and land-related data (including population density, but excluding surface area after 2010) for all years include South Sudan.",Sudan
204,Senegal,SEN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3461220772.00146,3564830624.80261,3559974064.92306,3626349018.3802204,3767193770.79035,3817379930.2884703,3927196826.38643,3879293159.69509,4123330707.05056,3853081719.40002,4182984329.7727795,4177109351.7573295,4443742968.341821,4195638128.63644,4371887468.30483,4701338157.1287,5120721201.58479,4983337100.810121,4786299377.31323,5121421012.31245,4951868803.11057,5202904607.20383,5610971776.96295,5312109384.99129,5511088484.86251,5692043460.87179,5869256110.66782,6226950563.60061,6190060177.752629,6436291863.25716,6392805820.27066,6556194776.998839,6637665150.13408,6724006598.1159,6722841418.30132,7083419194.84652,7225946449.57987,7451687424.283159,7891238062.32435,8393108414.0391,8660566488.59404,9057299800.870008,9116607334.39299,9725891000.606041,10296875907.0222,10875828757.8475,11143544923.3719,11693867227.1469,12124496741.4216,12418294626.5307,12937300245.1506,13165141374.6979,13745879495.4453,14224953271.9455,14838198265.3927,15800484320.8168,16851141948.518,,,Sub-Saharan Africa,Low income,,Senegal
205,Singapore,SGP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5580564723.138989,6034690135.68024,6464466446.6446705,7109937660.43272,6848258159.14925,7368536853.68537,8169636963.69637,9173157315.731579,10422368903.557,11852805280.5281,13498643197.6531,15129446277.9611,17175944261.0928,19087275394.2061,20321818848.5515,21258452511.9179,22839383938.3939,24549174917.4918,26685735240.1907,29199413274.6608,32127172717.2718,35559589292.2626,38110084341.7676,41364869820.3154,45005207187.3855,44696002933.6267,45289402273.5607,50161129446.278,55736633663.3664,61412394572.7907,67580784745.1412,72099963329.6664,77210121012.1013,86118151815.1816,95526952695.2696,102240630729.74,109941327466.08,119056692335.9,116407407407.407,123502676934.36,134491382471.581,133210634396.77301,138821048771.544,144978217821.78198,158822442244.224,170716905023.836,185842757609.094,202775870920.425,206400733406.67398,205155335533.553,236421782178.21802,251137660432.71,260860359369.27,273906490649.065,283691162449.578,289173890722.406,294946681334.8,,,East Asia & Pacific,High income,Fiscal year end: March 31; reporting period for national accounts data: CY. Country reports using a blend of SNA 1993 and SNA 2008.,Singapore
206,Solomon Islands,SLB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398981275.517423,422936824.403851,476609399.362712,495561573.999909,541122612.486089,585622328.6125389,595022620.138628,586456236.405051,596917832.164409,594037102.634637,509282959.820657,468649490.72796905,455527293.16913396,485136575.5633,508900364.629339,536488836.756351,573756838.525823,615755846.3564969,659440614.9676,628263103.759676,671585343.170686,758411086.592753,793757683.601737,817684610.8078179,830010603.610951,861006850.218829,886746423.42537,,,East Asia & Pacific,Lower middle income,,Solomon Islands
207,Sierra Leone,SLE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,864335569.949543,879971776.828565,919931005.3892789,935567212.268301,998112114.454301,1069778119.2462,1087964347.25208,1088359077.6168401,1110343102.0141098,1205004812.49265,1308882170.89184,1354246933.91725,1366438334.0666099,1397273630.88641,1446175809.12851,1470315614.69864,1463711304.81156,1464394503.91681,1499632699.90462,1567285114.13395,1643196627.50883,1690544164.51326,1771381853.6656601,1734133207.39595,1805111873.8097398,1709236235.81328,1730363197.50246,1855490410.34206,1724121689.2987099,1736707777.6081,1794887453.1438103,1837102499.6583102,1487815861.52011,1508266625.2009802,1478894877.2183,1360586935.68649,1384449200.5188801,1303083985.55031,1326344220.78968,1300092080.77615,1386583669.1607802,1287577162.0698302,1625805355.24369,1778344672.4812899,1892470594.2572398,1974461587.4322698,2083567039.51583,2251467571.56044,2373039542.36763,2483374322.33001,2616610911.07222,2742474774.69338,3158830962.14747,3813207064.80834,3986966230.6017203,3170003040.90628,3362327553.79771,,,Sub-Saharan Africa,Low income,Fiscal year end: June 30; reporting period for national accounts data: CY.,Sierra Leone
208,El Salvador,SLV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,7571161672.76306,8113342988.637421,8554453183.71908,8831334518.423609,9139143513.67185,9411242784.882471,9774352766.85772,10372302089.971,10876569552.6609,11456943423.7029,11791890818.0696,12387294065.2337,13227160249.5327,13931211016.4469,13348849417.3744,11777513949.1308,10546653425.2548,9881603236.87013,10033287204.1722,10167427813.7889,10230119712.802,10249495046.3512,10507125177.2636,10704391904.0551,10807388687.9997,11329554198.5364,11734745820.0841,12619937300.8213,13549966526.5171,14369789294.8671,15288963066.5204,15549729951.6749,16210024743.2245,16817694181.4804,17397753008.3671,17772266172.8379,18075982897.9002,18499109617.4314,18924596218.2763,19274802605.2168,19961528067.4789,20742412794.1543,21538872737.4995,21813256137.8336,21129834509.4105,21418330000.0,21893114521.4863,22304937409.5253,22716831094.0038,23040654007.8581,23570305769.8859,24128087317.1721,,,Latin America & Caribbean,Lower middle income,,El Salvador
209,San Marino,SMR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income,,San Marino
210,Somalia,SOM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Low income,,Somalia
211,Serbia,SRB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24045674131.5006,24629059461.7961,26398616216.105,27040223134.5098,23755758797.5644,25599017868.5148,26877103625.5498,28789621363.4826,30060802352.7929,32780256764.2151,34596422952.0809,36293152225.2341,38430368884.6748,40492805121.3899,39231060776.6224,39460357730.5224,40013381123.366,39607137113.7376,40625727367.812996,39881747972.7617,40183938020.4789,41300558736.8405,,,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised. The new reference year for chain linked series is 2010.",Serbia
213,South Sudan,SSD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14192832075.0773,14908383840.9088,15727363443.0995,14997563965.1164,8086368185.54746,9148086587.35648,9456710871.199871,8856230729.30291,,,,Sub-Saharan Africa,Low income,"South Sudan declared its independence on July 9, 2011. Data are shown separately for South Sudan where available.",South Sudan
216,Sao Tome and Principe,STP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118428316.404786,122206100.726218,125110790.004091,133334913.63456102,138444610.305341,148265553.16551,161780916.942473,167044628.80260602,180719189.130434,185103945.101331,197454053.145088,206138480.644065,212615301.920748,222852291.54350498,236686252.53838798,246090401.164565,255934017.211147,,,Sub-Saharan Africa,Lower middle income,The new base year is 2008.,São Tomé and Principe
217,Suriname,SUR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,2760204463.00039,2661607341.54223,2930196818.55557,3153287280.52598,2963248949.11626,2809101030.24448,2816260976.33533,2759450908.33333,2675496878.07238,2571036689.2005,2523268316.5879803,2433807126.87959,2089096188.5247397,2272359780.5763397,2522740026.20726,2510412978.48291,2580255425.98859,2575058064.97333,2388247352.91935,2465797921.63316,2492835111.50222,2524603235.63073,2669426894.1244197,2711182103.1836,2687566144.6827,2685720130.2729897,2808003046.9639,2928745617.03153,3104767754.78462,3392146050.4177604,3547191376.09683,3683479343.30695,3871759940.85243,4032182694.8835397,4153700529.52386,4368398047.64333,4623921715.74078,4748321396.2619,4887610613.83381,4905381996.7654,4772817086.24868,4278100210.04499,,,Latin America & Caribbean,Upper middle income,,Suriname
218,Slovak Republic,SVK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40719116151.9267,41493319725.4483,44068200326.7641,46643323562.6402,49795081605.2952,52816419598.4677,54935315957.9278,54822660413.6773,55486109654.2554,57326288833.4398,59919037774.8649,63165880222.509,66487670525.7091,70976227122.3309,76975767928.5596,85288825294.8242,90090397691.8659,85205207756.7775,89501012915.7314,92024135539.0658,93549112293.0531,94943598803.0619,97384458774.5683,101115339952.67099,104437130255.871,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovak Republic
219,Slovenia,SVN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29973079669.4402,31027017316.3351,32613857009.5778,33685428176.1259,35462116830.8406,36935721676.5757,38025091121.1794,39483849698.5294,40606013481.9797,42373104165.1024,44069302645.239006,46561862055.1658,49794021535.9604,51437289127.8172,47426581431.5147,48013606745.4803,48325391228.4831,47025721589.7233,46514588313.5085,47959461757.3014,49070512162.6968,50293314060.2087,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovenia
220,Sweden,SWE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,135793184782.845,143508325287.24802,149620019088.711,157591620809.927,168341665008.642,174774762865.53,178429017363.20102,184434042265.90198,191144218113.767,200719873587.38397,212847385915.80603,214858040748.852,219775580084.192,228496233632.7,235803990191.26898,241823742244.36102,244382491014.887,240481514528.39398,244693663790.46698,254089909079.96698,258409364912.524,259584689379.582,262826031699.05,267821404946.151,279149005660.635,285179667479.43604,292854774009.89197,302676663255.49396,310422276216.209,318663388257.803,321068260388.536,317388898837.083,313711654101.287,307231574781.4,319789978736.341,332659307767.38104,337708614458.34,347503794934.668,362192056472.466,378599909885.83795,396527702705.12396,402727057569.12103,411077914064.11,420885165259.591,439069634290.739,451444063836.53,472608335571.54205,488700407872.375,485978113843.762,460781805680.15204,488377689564.921,501390063555.111,499954480439.365,506159940034.887,519341997812.702,540556911070.595,557734376887.856,,,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.,Sweden
221,Swaziland,SWZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,528635781.24097097,601289547.7056,633905266.51062,691075102.958489,730766912.288211,832405228.908382,814762920.578509,822988702.0193219,833910822.497221,859819979.41668,966859414.640218,1108421560.5182,1121418562.41503,1134901986.07953,1204831871.3916302,1250524102.13082,1403894359.10281,1608955451.4279401,1714660955.00618,1936042611.68585,2342960057.35219,2384204974.52029,2461124362.38719,2537569692.78927,2598488903.14525,2723882918.85965,2828535967.93209,2916299934.43468,2992241533.04508,3080538842.58305,3134761685.295,3167826052.2109103,3306579969.1355,3434882335.31585,3559359527.48956,3772877544.91388,3998954658.8177,4176323325.6383796,4210638666.1887703,4276537221.8887897,4438778553.635329,4538528117.7848,4753462997.912661,5079411622.58463,5295089294.78613,5372611857.02312,5253399698.93309,,,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.,Swaziland
222,Sint Maarten (Dutch part),SXM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income,,Sint Maarten (Dutch part)
223,Seychelles,SYC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,117996015.49628301,112235123.924407,121672505.535006,134004747.605343,141936818.87903202,140431478.00256002,159946548.974313,160753862.325896,172895980.345911,172895980.345911,188235086.723801,218073690.539979,231830450.532942,252820811.451038,256114686.57297203,264252487.61374798,307266576.64787996,288246078.631383,349215002.89605296,404371209.950201,387191407.753007,355382941.035229,351410919.644009,345404444.17515,360986095.76349103,401148461.47081804,400439225.926256,418074999.070898,440637445.080708,489983652.94545096,524260678.36111,538732506.9551929,577313656.241428,613087761.58173,608191048.0280019,603169565.089069,632830581.345593,708526965.617602,768067310.19775,782445580.840157,794294457.9749111,776254738.0286269,785669398.20425,739416038.787077,718339327.254205,783031253.312258,856684174.3355019,945962968.234513,925654158.746992,915423405.095384,969936525.298729,1046438130.96225,1115610241.47237,1183102676.00985,1222346014.64363,1265101403.03841,1322030966.1751401,,,Sub-Saharan Africa,High income,,Seychelles
224,Syrian Arab Republic,SYR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East & North Africa,Lower middle income,,Syrian Arab Republic
225,Turks and Caicos Islands,TCA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income,,Turks and Caicos Islands
226,Chad,TCD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2089939951.7020602,2119151955.09999,2232740960.41821,2197029295.47761,2141863216.79766,2154847786.76298,2115907696.3492398,2132140969.44362,2122392418.67013,2268440825.16507,2310626031.93245,2258691791.87005,2284658076.24205,2093183555.7391899,2197044238.05691,2395003796.72602,2466393238.10268,2521507874.27877,2509666011.24724,1971566321.0769,1852332481.41292,1871650792.18187,1971720641.87343,2280861156.6978,2327593696.0946198,2834840918.9922,2719132138.03532,2654177278.46846,3065106535.07565,3214828869.92383,3080498133.76201,3343422874.88921,3610944962.0513396,3043671392.7209396,3352204941.73449,3393656609.04142,3468808219.5380898,3664913557.29045,3919682951.98766,3892917388.4326296,3858672132.83035,4308521325.94343,4674366911.82481,5362511643.5076,7165890624.734541,8407921034.68586,8462426392.928791,8739274636.73703,9006057733.52815,9385905829.956379,10657705536.4978,10666537555.594,11614000868.1864,12275999075.9554,13123041176.3602,13359255854.7014,12424107944.8723,,,Sub-Saharan Africa,Low income,,Chad
229,Togo,TGO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,551677358.594516,618812727.2241911,642164571.2327731,674270836.512755,770597244.1579,889729364.2258279,973441500.8674961,1026984400.3063301,1078576931.95576,1195396179.45215,1225571596.8311,1225571596.8311,1319023361.98946,1369640672.4723198,1435833339.63889,1470875443.63811,1440700101.63734,1540959651.63655,1711165340.73355,1622736719.7555401,1859282339.1104,1797643669.8566399,1733244837.2630699,1639406826.8125598,1730484975.43599,1826622971.0148602,1855602423.20758,1865069004.98452,1988953784.7947898,2069705739.73807,2064662774.7129397,2050210806.5470898,1968598335.1624699,1671422126.76474,1921841515.2652602,2072625977.9560301,2255767595.65452,2580087820.14977,2520748984.98985,2583307708.87565,2563068019.81933,2521371868.5275197,2498121012.08473,2621887861.20628,2677447377.50821,2709052152.6068897,2818834121.81118,2883398217.58234,2947567674.9376802,3051036045.0310397,3172945644.5585,3327904819.97373,3488321264.1898303,3626730618.31805,3839682314.5607705,4045715351.06074,4245259745.0231795,,,Sub-Saharan Africa,Low income,,Togo
230,Thailand,THA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15639870223.4408,16478502946.2158,17723330987.9679,19141167476.8231,20448699889.0251,22121743302.8005,24582238292.991,26700239601.4404,28868905220.7469,30760009014.5344,34269095175.674,35946695468.7766,37484677724.0231,41321771650.0863,43167306675.462006,45312896743.1013,49539145018.0144,54415512544.9501,60017995792.2658,63242022391.7338,66513874353.0164,70442760955.1213,74213103191.0383,78357313131.8955,82864762916.7493,86715687620.4119,91514384420.51,100225589275.96301,113543679908.051,127385229004.66,141610545731.926,153729944877.996,166156532830.725,179866180005.37,194249907286.591,210023508389.76398,221894822450.504,215784747525.62198,199312314682.61398,208425468395.577,217712232033.235,225210772012.182,239058711719.124,256245431314.35602,272361445882.369,283767493631.796,297864826688.794,314054055752.49603,319473585807.457,317266875218.097,341105009515.333,343970153353.698,368883799062.704,378963450413.719,382429143714.741,393677285157.959,406392906959.872,,,East Asia & Pacific,Upper middle income,Fiscal year end: September 30; reporting period for national accounts data: CY.,Thailand
231,Tajikistan,TJK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,6236082981.16176,6454345877.588571,6376893724.17974,7263282021.62651,6791168642.01824,6750421655.20268,6271141778.69189,4452510596.68266,3722298865.73334,2929449281.29069,2566197559.4751396,2137642598.6982,2173982433.0898104,2289203518.73461,2373904041.4456,2570938100.91492,2833173814.25923,3139156583.8970103,3484463717.4761,3843363539.9458704,4100868784.0261,4387929676.60756,4730188250.37713,5103873019.5646105,5297820244.95672,5642178579.58438,6059699759.65267,6514177191.26575,6996226340.54257,7464921079.82827,7912816344.617959,8458800787.507179,,,Europe & Central Asia,Lower middle income,,Tajikistan
232,Turkmenistan,TKM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,9505676773.02965,10553546665.6782,10104459535.7441,13679877891.7139,13049883507.5037,11096839691.0073,11263292305.6718,9314758452.22201,8644092030.716421,9223245519.13359,8171795508.9546,8751993018.190321,10196071822.1891,10753701529.1433,11220825732.1485,11249683443.3515,11617416308.6071,12198334457.7675,13789041600.9069,15301298963.195,16993515438.4036,19491562207.8489,20680547524.915,22583157894.7368,25902882088.9745,28778101990.8921,31713468423.1438,34979955661.3867,37253652747.7258,39563379218.0848,,,Europe & Central Asia,Upper middle income,,Turkmenistan
234,Timor-Leste,TLS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473168800.0,556000000.0,647000000.0,604000000.0,590000000.0,593000000.0,630000000.0,594000000.0,662000000.0,756000000.0,854000000.0,943000000.0,1019000000.0,1078000000.0,1109000000.0,1174000000.0,1224482000.0,,,,East Asia & Pacific,Lower middle income,WB-3 code changed from TMP to TLS to align with ISO code.,Timor-Leste
