199,Suriname,,740,SUR,   931,South America,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with the 1950, 1964, 1971, 1980, 2004 and 2012 censuses, 2013 and 2014 official estimates, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jul-2014,Total fertility: Based on: (a) estimates from the 2004 and 2012 censuses; (b) official estimates of total fertility from 1990 to 1995 and from 2004 to 2013; (c) official registration data of births by age of mother through 2014; and (c) estimates from the Pan American Health Organization.,"Life expectancy at birth: Based on: (a) registered deaths by age and sex through 2013 and underlying population by age and sex, and (b) official estimates for 1963, 1980, 2004 and 2006.",Infant and child mortality: Based on: (a) registered births and infant and child deaths through 2013; and (b) estimates from the 2000 and 2006 Multiple Indicator Cluster Survey (MICS).,International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during the 1950-2012 intercensal period.,,,,
200,Swaziland,,748,SWZ,   913,Southern Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1956, 1966, 1976, 1986 and 1997 censuses adjusted for underenumeration, and with estimates of the subsequent trends in fertility, mortality and international migration. Results from the 2007 census have been considered.",Census,28-Apr-2007,"Total fertility: Based on: (a) maternity-history data from the 2006 DHS and the  2010 and 2014 MICS, and (b) data on children ever born and births in the preceding 12 months, both classified by age of mother, from the 1966, 1976, 1986 and 1997 censuses, and the 1991 Demographic and Housing Survey, adjusted for underregistration.",Life expectancy at birth: Derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the West model of the Coale-Demeny Model Life Tables. The demographic impact of AIDS has been factored into the mortality estimates.,"Infant and child mortality: Based on: (a) maternity-history data from the 2006 DHS and  the 2010 and 2014  MICS,  and (b) data on children ever born and surviving classified by age of mother from the 1966, 1976, 1986, 1997 censuses and the 2000 MICS. The demographic impact of AIDS has been factored into the mortality estimates.",International migration: Based on refugee statistics compiled by UNHCR and on information on migrant workers to South Africa.,,,,
201,Sweden,,752,SWE,   924,Northern Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with official population estimates through 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,31-Dec-2015,Total fertility: Based on official registration data of births by age of mother through 2015.,Life expectancy at birth: Based on official estimates of life expectancy available through 2015. The age pattern of mortality is based on  life tables through 2014 from the Human Mortality Database.,Infant and child mortality: Based on births and infant deaths registered through 2015.,International migration: Based on official estimates of international migration through 2015 and estimates derived as the difference between overall population growth and natural increase.,,,,
202,Switzerland,,756,CHE,   926,Western Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with the 1990 and 2000 censuses, with official population estimates through 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jan-2015,Total fertility: Based on official estimates of total fertility available through 2015.,Life expectancy at birth: Based on official life tables from through  2015.,Infant and child mortality: Based on births and infant deaths registered through 2015.,"International migration: Based on: (a) official estimates of immigrants and emigrants available, (b) estimates derived as the difference between overall population growth and natural increase through 2015, and (c) assumptions made in official population projections.",,,,
203,Syrian Arab Republic,,760,SYR,   922,Western Asia,   935,Asia,No,,,"Total population: Estimated to be consistent with the 1960, 1970, 1981, 1994 and 2004 censuses, official estimates for 2010, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jul-2010,"Total fertility: Based on adjusted age-specific fertility rates from: (a) maternity-history data from the 1993 Maternal and Child Health Survey, and 2001 Family Health Survey; (b) births in the preceding 12 months classified by age of mother from the 1993 Integrated Demographic Survey, 2004 census and 2009/10 Family Health Survey; (c) the own-children method applied to the 2006 MICS3 survey; (d) data on children ever born and recent births, both classified by age of mother, from these surveys, as well as from 1970 census, 1976 Sample Census, 1976-1979 Follow-up Demographic Survey, 1978 WFS, 1981 census, 1987 Maternal and Child Health Survey, 1990 EPI-CDD survey, 1994 census, and 2006 MICS3; and (e) cohort-completed fertility from these surveys and censuses.","Life expectancy at birth: For 2005-2010, based on a life-table calculated from 2005-2007 registered deaths by age and sex, and post-censal population estimates by age and sex derived from the 2004 census and 2010 official estimates adjusted for infant and child mortality, and old-age mortality. For 1950-2005, due to the lack of adult mortality information and life tables for this period, life tables were derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms for males to the South model of the Coale-Demeny Model Life Tables in 1950-1955 and converges over time toward the West model of the Coale-Demeny Model Life Tables and the estimated 2005-2007 life table. For females a similar approach was used assuming that the age pattern of mortality conformed since 1950 to the West model. For each sex, the underlying mortality pattern and implied adult mortality, are consistent with the life table from the 1976-1979 Syrian Follow-up Demographic Survey. For the 2010-2015 period, excess mortality due to the conflict was taken into account.","Infant and child mortality: Based on: (a) recent deaths from the 2004 census, and the 2007/08 Health Survey for Causes of Child Deaths; (b) data on births and deaths under-five calculated from maternity-history data from the 1978 WFS, 1993 Maternal and Child Health Survey, 2001 Family Health Survey and 2009/10 PAPFAM survey; and (c) data on children ever-born and surviving classified by age of mother (using the West model of the Coale-Demeny Model Life Tables) from these surveys, as well as from the 1970, 1976, 1981and 1994 censuses, 1990 EPI/CDD and Child Mortality Survey, 2000 and 2006 MICS survey.","International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during the 1994-2004 intercensal period, and 2004-2010 period using official estimates. For the period 2010-2015, data on refugee flows from Syria up to March 2017 compiled by UNHCR were taken into account. For the projection period, it is assumed that 40 per cent of Syrian refugees return in 2020-20205, 30 per cent in 2025-2030 and 10 per cent in 2030-2035.",,,,
204,Tajikistan,,762,TJK,  5 500,Central Asia,   935,Asia,No,,,"Total population: Estimated to be consistent with the 1959, 1970, 1979, 1989, 2000 and 2010 censuses, with official population estimates through 2014, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jan-2014,"Total fertility: Based on: (a)  maternity-history data from the 2012 DHS, (b) births registered through 2014 classified by age of mother adjusted for underregistration, and (c) data on children ever born from the 2000 and 2005 Tajikistan Multiple Indicator Cluster Surveys. Official estimates from vital registration were considered.","Life expectancy at birth: Based on registered deaths and population by age and sex through 2013, adjusted for underregistration of deaths.","Infant and child mortality: Based on maternity history data and/or data on children ever born and surviving classified by age of mother from the 1989 census, the 1999, 2003 and 2007 Living Standards Measurement Surveys, the 2000 and 2005 Multiple Indicator Cluster Surveys, and the 2002 DHS. Official estimates from vital registration system and the 2012 DHS were also considered.",International migration: Based on estimates of net international migration derived as the difference between overall population change and natural increase through 2010.,,,,
205,TFYR Macedonia,22,807,MKD,   925,Southern Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with the 1953, 1961, 1971, 1981, 1994, 2002 and 2011 censuses, with official population estimates for 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jan-2015,"Total fertility: Based on: (a) official estimates of total fertility through 2015, (b) indirect estimates obtained from the application of the reverse survival method to the 1953, 1961, 1971, 1981, 1991, 1994 and 2002 censuses, (c) indirect estimates obtained from the application of the own-children method to the 2005 Multiple Indicator Cluster Survey (MICS).",Life expectancy at birth: Based on official estimates of life expectancy available through 2014. The age pattern of mortality is based on an official life table for 2010-2014.,Infant and child mortality: Based on births and infant deaths registered through 2014.,"International migration: Based on: (a) statistics on international migration available through 1998 and  from 2006 to 2012, and (b) the difference between overall population growth and natural increase.",,,,
206,Thailand,,764,THA,   920,South-Eastern Asia,   935,Asia,No,,,"Total population: Estimated to be consistent with the 1956, 1960, 1970, 1980, 1990, 2000 and 2010 censuses, with the 1995 and 2005/06 Surveys of Population Change, and with estimates of subsequent trends in fertility, mortality and international migration.",Census,1-Sep-2010,"Total fertility: Based on: (a) adjusted annual data from Vital Registration for age-specific fertility rates from 1950 through 2011; (b) maternity-history data from the 1975 WFS, and from the 1974/75, 1985/86, 1989, 1991, 1995/96 Surveys of Population Change, and the 1987 Thailand DHS; (c) births in the preceding 12 or 24 months classified by age of mother from the 1996 CPS, 2005/06 and 2012 MICS and 2006 RHS; and (d) data on children ever born and recent births, both classified by age of mother, from these surveys and from the 1960-2000 censuses, the 1968-1972 Longitudinal Study of Economic, Social and Demographic Change, and from the 1978, 1981, and 1984 contraceptive prevalence surveys.","Life expectancy at birth: Based on life tables derived from official estimates of registered deaths and enumerated census population by age and sex from 1948 to 2011, adjusted for infant and child mortality and for underregistration of adult deaths.","Infant and child mortality: Based on: (a) official annual vital statistics from 1948 through 2010, (b) estimates derived from the 1974-/76, 1984/86, 1989, 1991, 1995/96, and 2005/06 Surveys of Population Change, (c) maternity-history data from the 1975 WFS and 1987 DHS, and (d) data on children ever born and surviving from these surveys, the 1978 and 1981 CPS, 1979 NSMFP survey, the 1980, 1990, 2000 censuses, and from the 2005/06 MICS3 survey.","International migration: Based on: (a) refugee statistics compiled by UNHCR, (b) information on the number of Thai workers cleared to work abroad, (c) the estimated stock of foreigners in Thailand, (d) official statistics on the number of arrivals and departures from Thailand, and (e) estimates of net international migration derived as the difference between overall population growth and natural increase.",,,,
207,Timor-Leste,,626,TLS,   920,South-Eastern Asia,   935,Asia,No,,,"Total population: Estimated to be consistent with censuses from 1950 through 2010, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,11-Jul-2010,"Total fertility: Based on maternity-history data from the 2003 Timor Leste Demographic and General Health Survey, the 2009/10 Demographic and Health Survey and official fertility estimates derived from the 2004 census data.","Life expectancy at birth:  Based on child mortality and adult mortality estimates from the 2009/10 Timor-Leste DHS. Life tables are estimated using the Flexible two-dimensional model life table and Lee-Carter method. For 1950-2005, derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the West model of the Coale-Demeny Model Life Tables. Official estimates of life expectancy at birth for the year 2002 were also taken into account.",Infant and child mortality: Based on: (a) data on children ever born and surviving classified by age of mother from the 2004 census; (b) maternity-history data from the 2003 Timor Leste Demographic and General Health Survey and the 2009/10 DHS; and (c) estimates from the 2002 Timor Leste Multiple Indicator Cluster Survey (MICS).,International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase through 2010.,,,,
208,Togo,,768,TGO,   914,Western Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1958/60, 1970, 1981 and 2010 censuses, as well as with the structure by age and sex from the 2006 MICS3 survey (adjusted for underenumeration), and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,14-Nov-2010,"Total fertility: Based on: (a) maternity-history data from the 1988, 1998 DHS, 2013/14 DHS adjusted for underreporting; (b) data on children ever born and births in the preceding 12 months (or 36 months), both classified by age of mother, from these surveys and from the 1958-1960 and 1970 censuses, the 1961 Demographic Survey, the 2006 MICS3 and 2010 MICS4 surveys; (c) cohort-completed fertility from these surveys and censuses; and (d) the own-children method applied to the 2006 MICS3 survey. Estimates based on the reverse survival method applied to the 2010 MICS4 survey were also considered.","Life expectancy at birth: Estimated using the South model of the Coale-Demeny Model Life Tables and three parameters: (1-2) direct and indirect estimates of infant and child mortality, and (3) adjusted estimates of adult mortality (45q15), Adult mortality estimates were derived from (a) recent household deaths data from the 1960 survey, 1970 and 1981 censuses; (b) parental orphanhood from the 1998 DHS, 2000 MICS2 and 2006 MICS3; (c) siblings deaths from the 1998 DHS; (d) implied relationship between child mortality and adult mortality based on the North model of the Coale-Demeny Model Life Tables in 1950-1955 and assumed to converge over time toward the South model of the Coale-Demeny Model Life Tables by the 1990s.","Infant and child mortality: Infant mortality: Derived from the child mortality rates using the North model of the Coale-Demeny Model Life Tables. Child mortality: Based on: (a) data on births and deaths under-five calculated from maternity-history data from the 1988, 1998 DHS and 2013/14 DHS; (b) data on children ever-born and surviving classified by age of mother (and the North model of the Coale-Demeny Model Life Tables) from these surveys as well as from the 1961 and 1971 Demographic Surveys, 2010 census, 2006 MICS3 and 2010 MISC4 surveys.",International migration: Based on estimates derived as the difference between overall population growth and natural increase; on refugee statistics compiled by UNHCR; and on official statistics on the foreign-born or the foreign population in all countries of the world.,,,,
209,Tokelau,,772,TKL,   957,Polynesia,   909,Oceania,Yes,,,"Total population: Estimated to be consistent with the 1951, 1956, 1961, 1966, 1972, 1976, 1981, 1986, 1991, 1996, 2001, 2006 and 2011 censuses, and the assumed subsequent trend in the growth rate of the population. Estimates from the Secretariat of the Pacific Community were also taken into account.",Census,18-Oct-2011,,,,,,,,
210,Tonga,,776,TON,   957,Polynesia,   909,Oceania,No,,,"Total population: Estimated to be consistent with the 1956, 1966, 1976, 1986, 1996,  2006 and 2011 censuses, and with estimates of the subsequent trends in fertility, mortality and international migration. Estimates from the Secretariat of the Pacific Community were also taken into account. The preliminary result of de jure population in the 2016 census was considered, but it was not used.",Census,30-Nov-2011,"Total fertility: Based on: (a) maternity-history data from the 2012 DHS; (b) data on children ever born and births in the preceding 12 months, both classified by age of mother, from the 1966, 1976, 1986, 1996, 2006 and 2011 censuses, (c) registered births by age of mother from 1990 to 2003; (d) official estimates from 1996 to 2007; and (e) estimates from the Secretariat of the Pacific Community.",Life expectancy at birth: Based on: (a) the registered deaths by age and sex from 1957 to 1966 and from 1982 to 2006 and underlying population by age and sex; and (b) estimates from the 1996 and 2006 censuses by assuming that the age pattern of mortality conforms to the Far Eastern model of the United Nations Model Life Tables. Estimates from the Secretariat of the Pacific Community were also considered.,"Infant and child mortality: Based on: (a) registered births and infant and children through 2006; (b) estimates from the 1986, 1996 and 2006 censuses; and (c) estimates from the Secretariat of the Pacific Commission  were taken into account.",International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during the 1996-2011 intercensal period.,,,,
211,Trinidad and Tobago,,780,TTO,   915,Caribbean,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with the 1960, 1970, 1980, 1990, 2000 and 2011 censuses, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,9-Jan-2011,Total fertility: Based on: (a) registered births by age of mother through 2009 and underlying female population by age; (b) official estimates through 2012; and (c) estimates from the 1977 World Fertility Survey and the 1987 DHS.,"Life expectancy at birth: Based on: (a) registered death by age and sex through 2009 and underlying population by age and sex, and (b) official estimates through 2011.",Infant and child mortality: Based on: (a) registered births and infant and child deaths through 2012 with underlying population by age and sex; (b) estimates from the 2000 and 2006 MICS; (c) estimates from the 1987 DHS; and (d) estimates from the 1977 World Fertility Survey.,International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase through 2015. Border statistics of people from Trinidad and Tobago admitted by the United States of America were considered.,,,,
212,Tunisia,,788,TUN,   912,Northern Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1956, 1966, 1975, 1984, 1994, 2004 and 2014 censuses, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,23-Apr-2014,"Total fertility: Based on: (a) official estimates of total fertility through 2014; (b) maternity-history data from the 1978 Enquête Tunisienne sur la Fécondité (ETS), the 1988 Enquête Démographique et de Santé and the 2001 Tunisian Family Health Survey; (c) indirect estimates obtained from the application of the reverse survival method to  the 1966, 1975, 1984, 1994 and 2004 censuses, and the 2003 World Health Survey (WHS) and the 2013  Enquête Nationale sur la Population et l'Emploi (ENPE); and (d) indirect estimates obtained from the application of the own-children method to the 2007 and 2009 ENPE.",Life expectancy at birth: Based on official estimates of life expectancy from 1995 to 2014 from INS Tunisia. The age pattern of mortality is based on national life table from various years adjusted for under-five mortality.,"Infant and child mortality: Based on: (a) official estimates of infant mortality rates available through 2012; (b) maternity-history data from the 1978 World Fertility Survey (WFS), the 1988 Demographic and Health Survey, the 1994 Maternal and Child Health Survey (PAPCHILD), and the 2001 (PAPFAM); (c) data on children ever born and surviving from the 1975 and 1984 censuses, 1988 DHS, 1983 Contraception Prevalence Survey, and 1978 WFS.",International migration: Based on data on Tunisian emigrants admitted by the main countries of immigration and on intercensal population changes.,,,,
213,Turkey,,792,TUR,   922,Western Asia,   935,Asia,No,,,"Total population: Estimated to be consistent with the 1950, 1955, 1960, 1965, 1970, 1975, 1980, 1985, 1990, 2007 and 2011 censuses, and with estimates of the subsequent trends in fertility, mortality and international migration. The estimates from the 2000 census were also considered.",Census,2-Oct-2011,"Total fertility: Based on: (a) estimates from the 1978 World Fertility Survey; (b) estimates from the 1983 and 1988 PHS; (c) estimates from the 1993, 1998, 2003, 2008 and 2013 Turkey DHS; and (d) official estimates of total fertility from the Turkish Institute of Statistics through 2010.","Life expectancy at birth: Based on: (a) adjusted estimates from registered deaths by age and sex from 1952 to 2006 and for 2009 with underlying population by age and sex; (b) official estimates for 1989, 2006, 2008 and 2011; and (c) estimates from 1990 to 2010 from the Turkish Institute of Statistics.","Infant and child mortality: Based on: (a) registered births and infant and child deaths from 1989 to 2011; (b) estimates from the 1989, 1993, 1998, 2003, 2008, and 2013 Turkey DHS; (c) estimates from the 1970, 1975, 1980, 1985 and 1990 censuses; (d) estimates from the 1983 and 1988 Population Health Survey;  (e) estimates from the 1967 Turkey Demographic Survey, and the 1978 World Fertility Survey; (f) official estimates from the Turkish Institute of Statistics through 2009; and (g) estimates from the 2012 Turkey Child Mortality Survey were taken into account.","International migration: Based on: (a) data on the migration of Turks to and from European countries and the overseas countries of immigration, (b) estimates of the migration to Turkey, and (c) refugees statistics compiled by UNHCR. Estimates from the Council of Europe were also considered. For the period 2010-2015 and the period 2015-2020, data on refugee flows from Syria up to March 2017 compiled by UNHCR were taken into account.  For the projection period, it is assumed that 40 per cent of Syrian refugees return in 2020-20205, 30 per cent in 2025-2030 and 10 per cent in 2030-2035.",,,,
214,Turkmenistan,,795,TKM,  5 500,Central Asia,   935,Asia,No,,,"Total population: Estimated to be consistent with the 1989 census, and with estimates of the subsequent trends in fertility, mortality and international migration. Data from the 1995 census was also considered.",Census,12-Jan-1995,"Total fertility: Based on: (a) official estimates of total fertility available through 2006, and (b) maternity-history data from the 2000 Turkmenistan DHS and the 2015-16 MICS.","Life expectancy at birth: Based on official estimates of life expectancy available through 2006 and reported deaths by age and sex for 2012 and 2013, adjusted for underregistration of deaths.","Infant and child mortality: Based on maternal history data and/or data on children ever born and surviving classified by age of mother from the 2000 Turkmenistan DHS, 2006 MICS and 2015-16 MICS.",International migration: Based on official estimates of net international migration available through 1995. Data on migration from Turkmenistan to the Russian Federation were also considered.,,,,
215,Turks and Caicos Islands,,796,TCA,   915,Caribbean,   904,Latin America and the Caribbean,Yes,,,"Total population: Estimated to be consistent with the 1960, 1970, 1980, 1990, 2001 and 2012 censuses, and the assumed subsequent trend in the growth rate of the population.",Official estimate,25-Jan-2012,,,,,,,,
216,Tuvalu,,798,TUV,   957,Polynesia,   909,Oceania,Yes,,,"Total population: Estimated to be consistent with the 1991, 2002, and 2012 censuses and with estimates of the subsequent trends in fertility, mortality and international migration. Estimates from the Secretariat of the Pacific Community were also taken into account.",Census,4-Nov-2012,Total fertility: Based on: (a) registered births by age of mother from 1992 to 2003; (b) estimates from the 2007 DHS; and (c) estimates of the Secretariat of the Pacific Community were also taken into account.,Life expectancy at birth: Based on a life table for 1997-2002 derived from the average number of registered deaths by age and sex of the years 1997-2002 and the estimated mid-period population by age and sex. Estimates of the Secretariat of the Pacific Community were also taken into account.,"Infant and child mortality: Based on: (a) estimates from the 2007 DHS, (b) the estimates from 1991 census, and (c) WHO vital registration data: the 2015 revision. Estimates from the Secretariat of the Pacific Community were also taken into account.",International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase through 2015.,,,,
217,Uganda,,800,UGA,   910,Eastern Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1959, 1969, 1980, 1991, 2002 and 2014 censuses, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,27-Aug-2014,"Total fertility: Based on: (a) estimates from the 1988/89, 1995, 1999, 2006 and 2011 DHS; (b) estimates from the 1969, 1991, 2002 and 2014 censuses; and (c) estimates from the 2009 and 2014 MIS.","Life expectancy at birth: Derived from estimates of infant and child mortality, and adult mortality by assuming that the age pattern of mortality conforms to the North model of the Coale-Demeny Model Life Tables. Adult mortality (45q15) estimates were based on: (a) parental orphanhood from the 1969, 1991, 2002 and 2014 censuses, and the 1988/89, 1995, 2001, 2006 and 2011 DHS; (b) siblings deaths from the above DHS; (c) intercensal survivorship from successive census age distributions (smoothed and unsmoothed) for the period of 1991-2002. The demographic impact of AIDS has been factored into the mortality estimates.","Infant and child mortality: Based on: (a) estimates from the 1988/89, 1995, 1999, 2006 and 2011 DHS; and (b) estimates from the 1969, 1991,  2002 and 2014 censuses. The demographic impact of AIDS has been factored into the mortality estimates.","International migration: Based on: (a) refugee statistics compiled by UNHCR, (b) assumed levels of emigration, and (c) the estimated number of Ugandans who were expelled from the country in the early 1970s. Migration estimates after 1980 were derived from the difference between overall population growth and natural increase through 2015.",,,,
218,Ukraine,23,804,UKR,   923,Eastern Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with the 1959, 1970, 1979, 1989 and 2001 census, with official population estimates through 2013, and with estimates of the subsequent trends in fertility, mortality and international migration. Including the population of Crimea.",Official estimate,1-Jan-2013,"Total fertility: Based on: (a) official estimates of total fertility available through 2015, and (b) maternity-history data from the 1999 RHS and 2007 Ukraine DHS.",Life expectancy at birth: Based on official estimates of life expectancy available through 2015. The age pattern of mortality is based on life tables through 2013 from the Human Mortality Database. Both estimates incorporate an adjustment to infant mortality.,"Infant and child mortality: Based on: (a) births and infant deaths registered through 2015 adjusted by a factor of 1.25 to compensate for infant deaths omitted owing to the use of a definition of infant death that does not conform to international standards, (b) data on children ever born and surviving classified by age of mother from the 1989 and 2001 censuses and the 2005 MICS, and (c) maternity-history data from the 2007 DHS.",International migration: Based on a) estimates of net international migration derived as the difference between overall population change and natural increase through 2013 and b) UNHCR data on refugees.,,,,
219,United Arab Emirates,,784,ARE,   922,Western Asia,   935,Asia,No,,,"Total population: Estimated to be consistent with the 1968, 1975, 1980, 1985, 1995 and 2005 censuses, with official population estimates for 2010, and with estimates of the subsequent trends in fertility, mortality and international migration. The population estimates include temporary/seasonal workers.",Official estimate,1-Jul-2010,"Total fertility: Based on adjusted age-specific fertility rates from: (a) annual births classified by age of mother registered for 1980-2012; (b) maternity-history data from the 1995 Gulf Family Health Survey; (c) data on children ever born and recent births, both classified by age of mother, from these surveys, as well as from the 1975 and 1980 censuses, and 1987 Child Health Survey; and (d) cohort-completed fertility from these surveys and censuses.","Life expectancy at birth: Based on life tables derived from official estimates of registered deaths and enumerated census population by age and sex from 1988 through 2010, adjusted for infant and child mortality. Mortality rates for older ages were adjusted. For 1950-1988, life tables were derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the South model of the Coale-Demeny Model Life Tables in 1950-1955 and converges over time toward the estimated 1985-1990 life table.","Infant and child mortality: Based on: (a) births and infant deaths registered annually from 1988 through 2015, adjusted for underregistration, and (b) data on births and deaths under-five calculated from maternity-history data from the 1995 GFH surveys; and (c) data on children ever-born and surviving classified by age of mother (and the using the West model of the Coale-Demeny Model Life Tables) from this survey, the 1975 and 1980 censuses, and the 1987 Child Health Survey.","International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during the 1995-2005 intercensal period, and 2005-2010 official estimates.",,,,
220,United Kingdom,,826,GBR,   924,Northern Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with the 2011 census, official population estimates through 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jul-2015,Total fertility: Based on official estimates of age-specific fertility rates through 2014.,"Life expectancy at birth: Based on official life tables for 2010-2012. The age pattern of mortality is based on (a) registered deaths by age and sex through 2011 and underlying population by age and sex, and (b) life tables through 2013 from the Human Mortality Database.","Infant and child mortality: Based on: (a) official life tables for 2010-2012, and (b) life tables derived from official estimates of registered deaths and population from 1950 to 2011.",International migration: Based on: (a) official estimates of immigration and emigration through 2015; and (b) estimates of net international migration derived as the difference between overall population change and natural increase during intercensal periods.,,,,
221,United Republic of Tanzania,24,834,TZA,   910,Eastern Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1967, 1978, 1988, 2002 and 2012 censuses adjusted for underenumeration, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,26-Aug-2012,"Total fertility: Based on: (a) estimates from the 1992, 1996, 1999, 2004/05, 2010 and 2015/16 DHS; (b) estimates from the 1995 SUMVE; (c) estimates from the 1967, 1978, 1988, 2002, 2012 censuses; and (d) estimates from the 1999 Reproductive and Child Health Survey (RCHS).","Life expectancy at birth: Derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the North model of the Coale-Demeny Model Life Tables. The demographic impact of AIDS has been factored into the mortality estimates. Estimates of adult mortality were also considered. These were based on: (a) parental orphanhood from the 1978, 1988 and 2002 censuses, and the 1992, 1996, 1999, 2004/05, 2010 and 2015/16 DHS; (b) siblings deaths from the above DHS; (c) intercensal survivorship from successive census age distributions (smoothed and unsmoothed) for the period of 1988-2012.","Infant and child mortality: Based on: (a) estimates from the 1991/92, 1996,1999,  2005, 2010 and 2015/16 DHS; (b) estimates from the 2007/08 AIDS Indicator Survey; (c) estimates from the 1967, 1978, 1988, 2002 and 2012 censuses; and (d) estimates from the 1999 RCHS. The demographic impact of AIDS has been factored into the mortality estimates.",International migration: Based on refugee statistics compiled by UNHCR.,,,,
222,United States of America,,840,USA,,,   905,Northern America,No,,,"Total population: Estimated to be consistent with the 2010 census, which includes the population in the territory of the United States and United States citizens serving in the overseas armed forces; with official population estimates for 2015; and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,7-Jan-2015,Total fertility: Based on official estimates of total fertility available through 2015.,Life expectancy at birth: Based on official estimates of life expectancy available through 2014. The age pattern of mortality is based on life tables through 2011 from the Human Mortality Database.,Infant and child mortality: Based on official estimates of infant mortality available through 2011.,International migration: Based on official data on international migration and estimates derived as the difference between overall population growth and natural increase through 2014.,,,,
223,United States Virgin Islands,,850,VIR,   915,Caribbean,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with the 2010 census, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,1-Apr-2010,Total fertility: Based on births registered by age of mother and estimates of total fertility through 2015.,"Life expectancy at birth: Based on: (a) number of deaths registered through 2010, (b) life expectancy estimates through 2010 and the assumption that the age pattern of mortality conforms to the West model of the United Nations Model Life Tables.",Infant and child mortality: Based on births and infant deaths registered through 2012 and official infant mortality estimates through 2012.,International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase.,,,,
224,Uruguay,,858,URY,   931,South America,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with the 1963, 1975, 1985, 1996, 2004, and 2011 censuses, with official estimates through 2016, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jul-2016,"Total fertility: Based on: (a) registered births by age of mother through 2014 and underlying female population by age; (b) official estimates from 1952 to 2008; and (c) estimates from the 1963, 1975, 1985, 1996, 2004, and 2011 censuses.","Life expectancy at birth: Based on: (a) registered deaths by age and sex through 2013 and underlying  population by age and sex; (b) official estimates from 1964 to 2008; and (c) estimates from the 1963, 1975, 1985, 1996, 2004, and 2011 censuses. The number of deaths was adjusted using the growth-balance method.","Infant and child mortality: Based on: (a) registered births and infant and child deaths through 2013; and estimates from life tables for 1976, 1984, 1986, 1996, and 2003-2006; (c) estimates from the 1963, 1975, 1985, 1996, 2004 and 2011 censuses.","International migration: Based on: (a) information on foreign-born populations from censuses and registers from the Latin American countries, Spain and United States of America, and (b) estimates derived as the differences between overall population growth and natural increase.",,,,
